Nama Produk,label,text_cleaned,text_stopwords_removed,clean_text,token_awal,token_akhir,reduksi,persen_%
"Apple iPad Gen 11 2025 11"" inch 512GB 256GB 128GB Silver Blue Pink Yellow Garansi Resmi Apple",Entertainment,apple ipad gen inch gb gb gb silver blue pink yellow garansi resmi apple,apple ipad gen inch gb gb gb silver blue pink yellow apple,apple ipad gen inch gb gb gb silver blue pink yellow apple,17.0,12.0,5.0,29.4
"(Free LCDdrawing) New Smart Hafiz vers 6 dan 5 Touchscreen, Tas Smart Hafiz, USB 16Gb original, Camera Al-Qolam Garansi Resmi (V4 / V3)",Entertainment,free lcddrawing new smart hafiz vers dan touchscreen tas smart hafiz usb gb original camera alqolam garansi resmi v v,lcddrawing smart hafiz vers touchscreen tas smart hafiz usb gb camera alqolam,lcddrawing smart hafiz vers touchscreen tas smart hafiz usb gb camera alqolam,23.0,12.0,11.0,47.8
"Apple iPad 11th Gen 11-Inch 2025 512GB 256GB 128GB WiFi Only 10.9"" Inch Gen 11 Not iPad 10",Entertainment,apple ipad th gen inch gb gb gb wifi only inch gen not ipad,apple ipad th gen inch gb gb gb wifi only inch gen not ipad,apple ipad th gen inch gb gb gb wifi only inch gen not ipad,18.0,14.0,4.0,22.2
Samsung Galaxy Tab A11+ Wifi 5G 6/128 GB 6GB 128GB Tablet 11 Inch,Entertainment,samsung galaxy tab a wifi g gb gb gb tablet inch,samsung galaxy tab wifi gb gb gb tablet inch,samsung galaxy tab wifi gb gb gb tablet inch,13.0,9.0,4.0,30.8
"[5.5 Voucher s/d 20% | TOP 1 | ONLINE EXCLUSIVE] HUAWEI MatePad SE 11"" Tablet [4+128GB] | FHD+ Eye Comfort Display | 7700mAh | Metal Unibody",Entertainment,voucher sd top online exclusive huawei matepad se tablet gb fhd eye comfort display mah metal unibody,sd exclusive huawei matepad tablet gb fhd eye comfort display mah metal unibody,sd exclusive huawei matepad tablet gb fhd eye comfort display mah metal unibody,26.0,13.0,13.0,50.0
Best Seller Sketchup Ipad Original Legal,Entertainment,best seller sketchup ipad original legal,sketchup ipad,sketchup ipad,6.0,2.0,4.0,66.7
"[With Keyboard and Pen] itel Tab 11 Tablet- 12GB(4+8)+128GB - 10.1"" HD+ IPS Display Screen - 6000mAh - Support ChatGPT - AI Assistant with Learning Center for kid",Entertainment,with keyboard and pen itel tab tablet gbgb hd ips display screen mah support chatgpt ai assistant with learning center for kid,with keyboard and pen itel tab tablet gbgb hd ips display screen mah support chatgpt ai assistant with learning center for kid,with keyboard and pen itel tab tablet gbgb hd ips display screen mah support chatgpt ai assistant with learning center for kid,28.0,22.0,6.0,21.4
"CETAK STIKER ULANG TAHUN (BACA DESKRIPSI DULU) CUSTOM STIKER ULANG TAHUN BISA PAKAI FOTO ANAK, ONE DAY SERVICE stiker ultah murah",Entertainment,cetak stiker ulang tahun baca deskripsi dulu custom stiker ulang tahun bisa pakai foto anak one day service stiker ultah murah,cetak stiker ulang baca deskripsi custom stiker ulang pakai foto one day service stiker ultah,cetak stiker ulang baca deskripsi custom stiker ulang pakai foto one day service stiker ultah,21.0,15.0,6.0,28.6
Infinix XPad 20 8/256GB 4G LTE 90Hz FHD+ 7000mAh,Entertainment,infinix xpad gb g lte hz fhd mah,infinix xpad gb lte hz fhd mah,infinix xpad gb lte hz fhd mah,9.0,7.0,2.0,22.2
"{Free+Keyboard+Mouse+Case} Wheywhey tablet android MatePura80 11.6"" 16GB+1024GB | 8800mAh | Kamera 48MP | 5G+WiFi+Dual SIM | Untuk Gaming & Belajar | IPS Full Screen | Android 15 | Garansi 1 tablet advan tablet murah 100ribuan anak tablet android murah",Entertainment,freekeyboardmousecase wheywhey tablet android matepura gbgb mah kamera mp gwifidual sim untuk gaming belajar ips full screen android garansi tablet advan tablet murah ribuan anak tablet android murah,freekeyboardmousecase wheywhey tablet android matepura gbgb mah kamera mp gwifidual sim gaming belajar ips screen android tablet advan tablet ribuan tablet android,freekeyboardmousecase wheywhey tablet android matepura gbgb mah kamera mp gwifidual sim gaming ajar ips screen android tablet advan tablet ribu tablet android,39.0,22.0,17.0,43.6
"Xiaomi Redmi PAD 2 4/128 [WIFI ONLY] MediaTek Helio G100-Ultra Layar 11"" Baterai 9000mAh -Garansi Resmi 15 Bulan",Entertainment,xiaomi redmi pad wifi only mediatek helio gultra layar baterai mah garansi resmi bulan,xiaomi redmi pad wifi only mediatek helio gultra layar baterai mah,xiaomi redmi pad wifi only mediatek hio gultra layar baterai mah,18.0,11.0,7.0,38.9
[5.5 Voucher s/d 20% | FREE PEN & KB] HUAWEI MatePad Pro 12.2-inch 2025 Tablet | PC-level WPS | Ultra Bright OLED PaperMatte | 2-in-1 Keyboard & Stylus,Entertainment,voucher sd free pen kb huawei matepad pro inch tablet pclevel wps ultra bright oled papermatte in keyboard stylus,sd pen kb huawei matepad pro inch tablet pclevel wps bright oled papermatte in keyboard stylus,sd pen kb huawei matepad pro inch tablet pclevel wps bright oled papermatte in keyboard stylus,28.0,16.0,12.0,42.9
"​​[Free Mouse Keyboard ] KLOURUS Tablet Pro12 (16GB + 1024GB) Android15 | IPS 11.6"" | Tablet Murah untuk Belajar,Gaming, Kerja & Hiburan | 5G Dual SIM, WiFi Tablet Anak Android, Kamera 48MP | Kapasitas baterai besar 8800 mAh [KLOURUS Official Store]​",Entertainment,​​free mouse keyboard klourus tablet pro gb gb android ips tablet murah untuk belajargaming kerja hiburan g dual sim wifi tablet anak android kamera mp kapasitas baterai besar mah klourus official store​,​​free mouse keyboard klourus tablet pro gb gb android ips tablet belajargaming kerja hiburan dual sim wifi tablet android kamera mp kapasitas baterai mah klourus official store​,free mouse keyboard klourus tablet pro gb gb android ips tablet belajargaming kerja hibur dual sim wifi tablet android kamera mp kapasitas baterai mah klourus official store,41.0,27.0,14.0,34.1
Samsung Tab A11+ 5G WIFI 6/128GB X Samsung Tab A11 4/64GB LTE 4G WIFI - TABLET GARANSI RESMI SEIN,Entertainment,samsung tab a g wifi gb x samsung tab a gb lte g wifi tablet garansi resmi sein,samsung tab wifi gb samsung tab gb lte wifi tablet sein,samsung tab wifi gb samsung tab gb lte wifi tablet sein,19.0,11.0,8.0,42.1
Ipad 6 32GB 128GB Wifi Only Second Fullset,Entertainment,ipad gb gb wifi only second fullset,ipad gb gb wifi only second fullset,ipad gb gb wifi only second fullset,8.0,7.0,1.0,12.5
ipad 9 256GB / ipad 8 128GB / iPad 7 128GB / iPad 6 / iPad 5 FULLSET Bonus Banyak – Siap Kerja & Sekolah,Entertainment,ipad gb ipad gb ipad gb ipad ipad fullset bonus banyak – siap kerja sekolah,ipad gb ipad gb ipad gb ipad ipad fullset bonus kerja sekolah,ipad gb ipad gb ipad gb ipad ipad fullset bonus kerja sekolah,25.0,12.0,13.0,52.0
Xiaomi Redmi Pad 2 4/128GB 11inch Wifi Garansi Resmi Indonesia,Entertainment,xiaomi redmi pad gb inch wifi garansi resmi indonesia,xiaomi redmi pad gb inch wifi indonesia,xiaomi redmi pad gb inch wifi indonesia,10.0,7.0,3.0,30.0
Hancdon Kids Study Tab F06 Pro Tablet Anak Android Edukasi 12GB+512GB 10.1 inch FHD+ Eye Comfort Display Wifi 5G Dual SIM - Garansi Resmi 1 Tahun,Entertainment,hancdon kids study tab f pro tablet anak android edukasi gbgb inch fhd eye comfort display wifi g dual sim garansi resmi tahun,hancdon kids study tab pro tablet android edukasi gbgb inch fhd eye comfort display wifi dual sim,hancdon kids study tab pro tablet android edukasi gbgb inch fhd eye comfort display wifi dual sim,26.0,17.0,9.0,34.6
"[COD] Ready Stock Garansi Satu Tahun Samsug X-PRIME Tablet murah Baru 11.6 inch (16GB+1TB) PC4-S24 High-definition Computer tablet learning, Entertainment, Office Tablet android 15",Entertainment,cod ready stock garansi satu tahun samsug xprime tablet murah baru inch gbtb pcs highdefinition computer tablet learning entertainment office tablet android,samsug xprime tablet inch gbtb highdefinition computer tablet learning entertainment office tablet android,samsug xprime tablet inch gbtb highdefinition computer tablet learning entertainment office tablet android,24.0,13.0,11.0,45.8
"Luxis Tablet Pro12 (16GB+1024GB)11.6inch""lPS Screen Tablet Android15 8800 mAh Dual Sim CardadvanTablet Murah100ribuan Anak Tablet android murah Luxis Oficial Store",Entertainment,luxis tablet pro gbgbinchlps screen tablet android mah dual sim cardadvantablet murahribuan anak tablet android murah luxis oficial store,luxis tablet pro gbgbinchlps screen tablet android mah dual sim cardadvantablet murahribuan tablet android luxis oficial,luxis tablet pro gbgbinchlps screen tablet android mah dual sim cardadvantablet murahribuan tablet android luxis oficial,20.0,16.0,4.0,20.0
REDMI Pad 2 4/128GB - Garansi Resmi,Entertainment,redmi pad gb garansi resmi,redmi pad gb,redmi pad gb,7.0,3.0,4.0,57.1
[Free+Keyboard+Mouse+Case]Tablet Android Pro12 RAM 16GB + 1024GB ROM Layar Full Screen 11.6 Inch 5G Dual SIM Pembelajaran & Hiburan,Entertainment,freekeyboardmousecasetablet android pro ram gb gb rom layar full screen inch g dual sim pembelajaran hiburan,freekeyboardmousecasetablet android pro ram gb gb rom layar screen inch dual sim pembelajaran hiburan,freekeyboardmousecasetablet android pro ram gb gb rom layar screen inch dual sim ajar hibur,19.0,14.0,5.0,26.3
Apple iPad Mini 7 2024 Wi-Fi Only 512GB 256GB 128GB 8.3-Inch 7th Gen,Entertainment,apple ipad mini wifi only gb gb gb inch th gen,apple ipad wifi only gb gb gb inch th gen,apple ipad wifi only gb gb gb inch th gen,13.0,10.0,3.0,23.1
2025 Asli Baru PRO14 Tablet 16GB+1TB Tablet Pembelajaran Online Siswa 4G/5G/WIFI Tablet Android 11.6inch Tablet HD Belajar Anak Tablet Menggambar 8800MAH Tablet Game Izin Murah COD,Entertainment,asli baru pro tablet gbtb tablet pembelajaran online siswa ggwifi tablet android inch tablet hd belajar anak tablet menggambar mah tablet game izin murah cod,pro tablet gbtb tablet pembelajaran siswa ggwifi tablet android inch tablet hd belajar tablet menggambar mah tablet game izin,pro tablet gbtb tablet ajar siswa ggwifi tablet android inch tablet hd ajar tablet gambar mah tablet game izin,26.0,19.0,7.0,26.9
toples jar botol kaca bulat kemasan packaging emas umkm selai madu kopi minuman 200ml Baru 200 ml ( isi 105pc ) murah grosir distributor,Entertainment,toples jar botol kaca bulat kemasan packaging emas umkm selai madu kopi minuman ml baru ml isi pc murah grosir distributor,toples jar kaca packaging emas umkm selai madu kopi minuman distributor,toples jar kaca packaging emas umkm selai madu kopi minum distributor,24.0,11.0,13.0,54.2
Ipad Air 3 64GB 256GB Wifi Only Second,Entertainment,ipad air gb gb wifi only second,ipad air gb gb wifi only second,ipad air gb gb wifi only second,8.0,7.0,1.0,12.5
"[Free+Keyboard+Mouse+Case] Luxis tablet S10+S12+S10Pro(16GB+1024GB)11.6inch""lPS Screen 48MP tablet android13 12000 mAh Dual Sim Card advantablet murah100ribuan anak tablet android murah Luxis Oficial Store",Entertainment,freekeyboardmousecase luxis tablet sssprogbgbinchlps screen mp tablet android mah dual sim card advantablet murahribuan anak tablet android murah luxis oficial store,freekeyboardmousecase luxis tablet sssprogbgbinchlps screen mp tablet android mah dual sim card advantablet murahribuan tablet android luxis oficial,freekeyboardmousecase luxis tablet sssprogbgbinchlps screen mp tablet android mah dual sim card advantablet murahribuan tablet android luxis oficial,22.0,18.0,4.0,18.2
"[Free Keyboard Mouse Case]SIRKELS Tablet Pro12 RAM 16GB + 1024GB RROM 11.6inch Layar Full Screen 5G Dual SIM Wifi 8800mAh Kamera 48MP Untuk Belajar,Gaming, Kerja & Hiburan Tablet Android 15 PC Murah Garansi 1 Tahun advan ta",Entertainment,free keyboard mouse casesirkels tablet pro ram gb gb rrom inch layar full screen g dual sim wifi mah kamera mp untuk belajargaming kerja hiburan tablet android pc murah garansi tahun advan ta,keyboard mouse casesirkels tablet pro ram gb gb rrom inch layar screen dual sim wifi mah kamera mp belajargaming kerja hiburan tablet android advan ta,keyboard mouse casesirkels tablet pro ram gb gb rrom inch layar screen dual sim wifi mah kamera mp belajargaming kerja hibur tablet android advan ta,37.0,25.0,12.0,32.4
Case Pro Camera Matte Silikon Oppo A3X Reno 11 11f A60 A79 A98 A15 A15S A16 A16E A16K A17 A17K A31 A37 A39 A57 A3S A5 A9 2020 A52 A92 A53 A54 4G A55 4G A57 4G A77S A58 A78 A71 A74 A95 A5S F9 A76 A96 A83 A91 F11 F11 Pro F1S F5 F7 Reno 2 2F 2Z Reno 3 4 4F,Entertainment,case pro camera matte silikon oppo ax reno f a a a a as a ae ak a ak a a a a as a a a a a a g a g a g as a a a a a as f a a a a f f pro fs f f reno f z reno f,case pro camera matte silikon oppo ax reno as ae ak ak as as as pro fs reno reno,case pro camera matte silikon oppo ax reno as ae ak ak as as as pro fs reno reno,63.0,19.0,44.0,69.8
Headset U19 Makaron hf macaron Earphone Audio Music Super Basa Alltipe hp Warna Warni,Entertainment,headset u makaron hf macaron earphone audio music super basa alltipe hp warna warni,headset makaron hf macaron earphone music basa alltipe hp warni,headset makaron hf macaron earphone music basa alltipe hp warni,14.0,10.0,4.0,28.6
Headset Music Angel MACARON /Handfree music angel macaron non mic,Entertainment,headset music angel macaron handfree music angel macaron non mic,headset music macaron handfree music macaron non mic,headset music macaron handfree music macaron non mic,10.0,8.0,2.0,20.0
TWS M10 F9 X15 dan m90 Pro Promo Termurah Bluetooth 5.3 Kualitas suara HD,Entertainment,tws m f x dan m pro promo termurah bluetooth kualitas suara hd,tws pro bluetooth suara hd,tws pro bluetooth suara hd,14.0,5.0,9.0,64.3
Case Sided Airbag For Iphone 11 11 Pro 11 Pro Max Iphone 12 12 Pro 12 Pro Max Iphone 13 13 Pro 13 Pro Max Iphone 14 14 Plus 14 Pro 14 Pro Max 15 15 Pro 15 Plus 15 Pro Max Iphone 6 6S 6 Plus 6S Plus 7 7 Plus 8 8 Plus Iphone X XS XR XS Max,Entertainment,case sided airbag for iphone pro pro max iphone pro pro max iphone pro pro max iphone plus pro pro max pro plus pro max iphone s plus s plus plus plus iphone x xs xr xs max,case sided airbag for iphone pro pro max iphone pro pro max iphone pro pro max iphone pro pro max pro pro max iphone iphone xr max,case sided airbag for iphone pro pro max iphone pro pro max iphone pro pro max iphone pro pro max pro pro max iphone iphone xr max,61.0,27.0,34.0,55.7
SARUNG TANGAN JEMPOL ISI 2 ANTI BASAH/KERINGAT HP PUBG GAMING WARNA RANDOM,Entertainment,sarung tangan jempol isi anti basahkeringat hp pubg gaming warna random,sarung tangan jempol anti basahkeringat hp pubg gaming,sarung tangan jempol anti basahkeringat hp pubg gaming,12.0,8.0,4.0,33.3
[+PACK BOX] ANTI KUNING !! ARMOUR MILITARY IP 7-17 Case Akrilik Bening IPHONE 7 7+ 8 8+ SE 2 X XS MAX XR 11 12 13 14 15 16 17 PRO MAX 14+ 15+ 16+ 17 AIR PLUS Casing Transparan Hard Clear Case Premium Acrylic,Entertainment,pack box anti kuning armour military ip case akrilik bening iphone se x xs max xr pro max air plus casing transparan hard clear case premium acrylic,anti armour military ip case akrilik bening iphone max xr pro max air casing hard clear case acrylic,anti armour military ip case akrilik bening iphone max xr pro max air casing hard clear case acrylic,45.0,18.0,27.0,60.0
Tali Gantungan HP Kunci Kartu Model kalung,Entertainment,tali gantungan hp kunci kartu model kalung,tali gantungan hp kunci kartu kalung,tali gantung hp kunci kartu kalung,7.0,6.0,1.0,14.3
Kabel Data Realme Type C / Micro Usb Cable Fast Charging Warna Kuning 1 Meter,Entertainment,kabel data realme type c micro usb cable fast charging warna kuning meter,kabel data realme micro usb cable fast charging,kabel data realme micro usb cable fast charging,15.0,8.0,7.0,46.7
Tongsis Selfie Tripod Lampu LED Bluetooth 4 In 1 dengan remote control/ Selfie Stick Portable Flexible lampu LED/ Selfie Stick 360º,Entertainment,tongsis selfie tripod lampu led bluetooth in dengan remote control selfie stick portable flexible lampu led selfie stick º,tongsis selfie tripod lampu led bluetooth in remote control selfie stick portable flexible lampu led selfie stick,tongsis selfie tripod lampu led bluetooth in remote control selfie stick portable flexible lampu led selfie stick,21.0,17.0,4.0,19.0
Sarung Jempol Gaming AP King | Accessories Finger Sleeve Mobile Legend & Free Fire By Andra ST,Entertainment,sarung jempol gaming ap king accessories finger sleeve mobile legend free fire by andra st,sarung jempol gaming ap king accessories finger sleeve mobile legend fire by andra st,sarung jempol gaming ap king accessories finger sleeve mobile legend fire by andra st,17.0,14.0,3.0,17.6
Sarung Tangan Jempol Jari Finger Cover Game Gaming 1 Set isi 2 Pcs Tebal impor Full Colour PUBG MOBILE LEGEND,Entertainment,sarung tangan jempol jari finger cover game gaming set isi pcs tebal impor full colour pubg mobile legend,sarung tangan jempol jari finger cover game gaming impor colour pubg mobile legend,sarung tangan jempol jari finger cover game gaming impor colour pubg mobile legend,20.0,13.0,7.0,35.0
CASE PRO CAMERA OPPO A1K A3S A15 A16 A52 A92 A54 A16K A16E A36 A76 A96 RENO 5F 7 4G 8 5G A9/A5 A72 A74 A17 A18 A38 A58 A78 A57/A39 A58 /A78 A83 F5 F3 F3+ F11 RENO 3/A91 4F A5S/A7/A11K/A12/F9 A17K A53/A33 A55 A57 4G 2022/A77S RENO 5 6 5G 7Z/8Z A71 A31 F1S,Entertainment,case pro camera oppo ak as a a a a a ak ae a a a reno f g g aa a a a a a a a aa a a a f f f f reno a f asaakaf ak aa a a g as reno g zz a a fs,case pro camera oppo ak as ak ae reno aa aa reno asaakaf ak aa as reno zz fs,case pro camera oppo ak as ak ae reno aa aa reno asaakaf ak aa as reno zz fs,56.0,19.0,37.0,66.1
STT Stand Holder HP Lipat Phone Holder Foldable Universal Dudukan Handphone Meja Adjustable Desain Simpel Fungsional,Entertainment,stt stand holder hp lipat phone holder foldable universal dudukan handphone meja adjustable desain simpel fungsional,stt stand holder hp lipat phone holder foldable dudukan handphone meja adjustable desain fungsional,stt stand holder hp lipat phone holder foldable duduk handphone meja adjustable desain fungsional,16.0,14.0,2.0,12.5
OSM JKT 469 Pop Socket HP 3D Karakter Kartun / Pop Socket 3D / Aksesoris Handphone / Holder HP,Entertainment,osm jkt pop socket hp d karakter kartun pop socket d aksesoris handphone holder hp,osm jkt pop socket hp karakter kartun pop socket aksesoris handphone holder hp,osm jkt pop socket hp karakter kartun pop socket aksesoris handphone holder hp,19.0,13.0,6.0,31.6
TALI GANTUNGAN HP/ KARTU/ KUNCI/ USB/ ID CARD/ LANYARD/ MOBILE STRAP/ NECK STRAP/ TALI HP,Entertainment,tali gantungan hp kartu kunci usb id card lanyard mobile strap neck strap tali hp,tali gantungan hp kartu kunci usb id card lanyard mobile strap neck strap tali hp,tali gantung hp kartu kunci usb id card lanyard mobile strap neck strap tali hp,15.0,15.0,0.0,0.0
